event_url,page_url,speaker_or_title,description
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6300519,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6300519,Тезисы,"Как запустить новое подразделение без готового запроса и выстроенных процессов:
* с чего начать: выявление реальных потребностей бизнеса и IT;
* договариваться со смежниками: цель, формат и распределение ролей;
* как перенести разрозненные знания в доступную систему (документация + AI-бот);
* как убрать «лички» и настроить единый вход для запросов;
* как нанять и онбордить команду в условиях неопределенности;
* метрики, которые помогают доказать ценность и держать фокус;
* ревизия легаси-процессов: что оставить, что пересобрать;
* база знаний для сотрудников и клиентов: ускорение и прозрачность;
* работа с сопротивлением и удержание собственной энергии руководителя.

Результат: автономная функция, связавшая бизнес, продукт и IT."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6300519,Другие доклады секции,База
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6300519,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6300519,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10489181,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10489181,Тезисы,"Расскажу, как AI-инструменты повышают эффективность команд.

Мы рассмотрим два наших продукта: «Писец» и «Василиса»:
* «Писец» — это сервис транскрибации, который с высочайшей точностью превращает аудио встреч в структурированные текстовые протоколы;
* «Василиса» — это автономный AI-ассистент для мгновенного поиска и анализа вашей внутренней документации.
Вместе они создают мощную экосистему для управления знаниями.

Я покажу, как эта связка помогает тимлидам сохранять контекст, ускоряет поиск информации и надежно защищает данные. Вы узнаете, как внедрить эти решения для документирования решений и снижения когнитивной нагрузки команды. Это реальный способ повысить продуктивность ваших разработчиков."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10489181,Другие доклады секции,Технологии от партнеров
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10489181,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10489181,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10561542,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10561542,Тезисы,"«Покер-кейс: сломай голову об ИИ» — афтепати для настоящих тимлидов: пять тематических секций, реальные задачи, минута на решение, азарт и идеи, которые захочется забрать в завтрашний спринт!

Как закрывать дыры, когда ушёл ключевой сотрудник? Как реагировать, если руководство хочет «AI всюду»? Что делать, если закрытые данные попали в чужой отчет? Проверьте свои скиллы в решении рабочих проблем, обсуждайте решения с коллегами и экспертами, голосуйте за лучший ответ, копите фишки — и выигрывайте фирменную матрешку от «Онтико»!

P.S. Все кейсы придуманы ИИ :)"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10561542,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10561542,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10561542,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Мнение Программного комитета о докладе,"Спасение утопающих — дело рук самих утопающих. Екатерина расскажет, как помочь самим себе свернуть с дорожки, ведущей к выгоранию."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Тезисы,"Witherwill случается, когда вы истощены от необходимости постоянно принимать решения, когда усталость превращается в безразличие. Если вы хоть раз хотели все бросить и уйти в горы — вы понимаете, о чем речь!"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Другие доклады секции,Оптимизируй себя
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6369910,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Мнение Программного комитета о докладе,"Мария проведет Speed Networking для руководителей в формате быстрых встреч «один на один». В рамках активности участники обсудят, как расти без выгорания, масштабировать процессы и сохранять людей. Вас ждет обмен опытом, новые контакты и интересные мнения по актуальным управленческим вопросам."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Тезисы,"Speed Networking — это нетворкинг для всех, кто хочет познакомиться с другими участниками конференции без особых усилий.

Тема сессии: закрытая, но открытая дискуссия для тимлидов, хедов, СТО и тех, кто рулит. Как расти без выгорания, держать баланс между техом и управлением, принимать тяжелые решения, масштабировать процессы и сохранять людей. Здесь не объясняют, кто такой тимлид — здесь обсуждают, как быть им лучше.

Вас ждет обмен реальным опытом и обновление круга общения, быстрые точечные консультации по текущим вопросам, возможность узнать, как работают разные практики в других компаниях, почеленджить свои идеи и просто пообщаться, обсудить доклады."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6475213,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472499,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472499,Тезисы,"Мы в Documentat уже 7 лет помогаем разным компаниям наводить порядок в их документации. В этом докладе подытожим опыт того, что видели в разных инженерных командах в части качественных документационных процессов:"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472499,Другие доклады секции,Технологии от партнеров
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472499,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472499,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472258,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472258,Тезисы,"Как часто ваша команда разработки буксует и вязнет в длинных текстах требованиях, а в итоге бросает это и делает все «по уму»? Как часто аналитики и тестировщики в вашей команде разбирают баги и не понимают, почему нельзя сделать ровно то, что написано в требованиях?"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472258,Другие доклады секции,Оптимизируй свою команду
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472258,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6472258,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Мнение Программного комитета о докладе,"В докладе системно будет представлен вариант применения одной из моделей оценки здоровья команд. В наше время крайне актуальная тема, потому как время в этих вопросах играет явно не на стороне компании и руководителя."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Тезисы,Зачем проводить Squad Health Check?
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Другие доклады секции,Оптимизируй свою команду
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383539,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Мнение Программного комитета о докладе,"Если чересчур много работать, даже с удовольствием, в какой-то момент организм выразит недовольство, например, в форме тяжелой болезни. Эрик через это прошел и извлек уроки. Возможно, с выводами из этих уроков вы сможете пройти его путь по облегченному сценарию."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Тезисы,"Нам хочется быть эффективными и реализовывать больше интересных проектов! Мы стремимся сохранять эффективность во всех сферах. Возможно ли это? Да, но с оговорками."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Другие доклады секции,Оптимизируй себя
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473033,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Мнение Программного комитета о докладе,Бизнесу всегда надо вперед и совсем не хочется инвестировать в задачи без явного результата. Это история про осознанный разговор с бизнесом про необходимые затраты в пользу роста в будущем.
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Тезисы,"В условиях сокращений и роста нагрузки команды работают на пределе, а бизнес ждет результатов «вчера».

Как найти баланс между техдолгом, скоростью разработки и психологической устойчивостью команды? Разберем реальные кейсы, инструменты приоритизации и стратегии переговоров с бизнесом."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Другие доклады секции,Оптимизируй свою команду
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6528136,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10413311,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10413311,Тезисы,"Руководители команд часто оказываются «между двух огней»: сверху звучит недовольство результатами, снизу команда ставит вопросы об условиях и ограничениях. В такой ситуации от того, как вы ведете разговоры, зависит не только выполнение задач, но и доверие к вам как к лидеру.

На воркшопе мы разберем реальные кейсы и попробуем в действии инструменты, которые помогают:
* ясно доносить позицию до руководства и при этом быть услышанным;
* находить баланс между требованиями сверху и ожиданиями команды;
* превращать острые разговоры в пространство для договоренностей.

У вас будет возможность обсуждать кейсы, пробовать инструменты на практике и сразу видеть, как они работают на результат. В итоге вы унесете набор приемов, которые делают коммуникацию предсказуемее, а отношения внутри команды, с руководством и коллегами устойчивее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10413311,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10413311,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10413311,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Мнение Программного комитета о докладе,"На мастер-классе Елена расскажет об основных инструментах обратной связи. Участники научатся использовать проективные вопросы, а также фреймворк диалога о самочувствии сотрудников в компании; cмогут интерпретировать результаты общения, а также использовать эти знания во благо команды и компании."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Тезисы,"На мастер-классе расскажу об основных инструментах обратной связи: boff, бутерброд и свой фреймворк.

Пришедшие потренируются конкретные кейсы переводить в обратную связь в разных фреймворках, а потом проведут в парах 1:1, уйдя с пониманием, что это небольно и несложно."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6358832,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210126,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210126,Тезисы,"* Любое время, которое на работе провел ваш сотрудник, — это ваш прямой расход.
* Любое время относится к себестоимости.
* Работник, предоставленный сам себе, потратит на любую задачу бесконечное количество времени.
* Если сотрудник тратит много времени на то, на что надо потратить мало, — он растит расходы, а доход не увеличивает.

Автоматизация сокращает время, ушедшее на непроизводительные расходы, следовательно, сокращает ваши расходы. Без автоматизации рутины разработки и управления разработкой — нечего и идти в этот бизнес.

Как автоматизировать? Что? Расскажу."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210126,Другие доклады секции,База
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210126,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210126,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Мнение Программного комитета о докладе,"Мой любимый жанр — ретроспектива неудач с разбором, детальками и выводами. Особенно круто, что про это честно говорят крупные лидеры в своем сегменте."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Тезисы,"1. Росатом — не только атом: десятки ИИ-разработок от NLP до LLM и выведенные на рынок продукты.
2. Две вселенные: ИИ в производственной компании и государственной корпорации.
3. Как все начиналось — корень будущих ошибок.
4. Ключевые «грабли» и как мы их исправляем:
* синхронизация стратегии корпорации и стратегии ИИ: к чему мы пришли за N лет;
* единый центр экспертизы;
* принцип 3 китов: новый подход к гипотезам и их скорингу;
* инфраструктура: это было больно;
* «свежая кровь»: почему Росатому непросто работать с набором и как мы это решили.
5. Выводы и фокус на ближайшие годы, в том числе внедрение генеративного ИИ."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Другие доклады секции,Кругозор
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6210323,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Мнение Программного комитета о докладе,"Денис расскажет о том, как помогать людям расти, если кажется, что в рамках своего отдела расти уже некуда, а заодно и как обмениваться опытом и знаниями с соседними подразделениями."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Тезисы,"Нередко бывает так, что хороший специалист заскучал на своем месте, и встает вопрос, как компании его не потерять.

Расскажу вам про систему стажировок, которая помогает ротировать ценных сотрудников внутри компании. Разберем основные аспекты, а также плюсы, минусы и возможные подводные камни данного процесса."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Другие доклады секции,Оптимизируй свою команду
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6383555,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Мнение Программного комитета о докладе,"Что делать, когда перед вами стоит вопрос оптимизации ресурсов команды? Какие идеи развивать, от каких отказаться?  Как провести оптимизацию так, чтобы было честно и прозрачно для всех. Как эффективно распределить оставшиеся ресурсы? Участники получат ответы на вопросы и инструменты для применения."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Тезисы,"Что делать, когда перед вами стоит вопрос оптимизации ресурсов команды? Какие направления развивать, а от каких отказаться? Как провести оптимизацию так, чтобы было честно и прозрачно для всех. Как эффективно распределить оставшиеся ресурсы?

На мастер-классе участники получат технику справедливой и рациональной оптимизации, ответы на вопросы и инструменты для применения."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6473566,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Мнение Программного комитета о докладе,"Тема актуальна как никогда. В спокойном формате обсудим текущие реалии и то, как с этим жить и нанимать."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Тезисы,"Если на собеседовании вам показалось, что кандидат получает подсказки от невидимого помощника — возможно, вы столкнулись не с единичным случаем, а с проявлением целой индустрии. Сообщество «помогаторов» предлагает кандидатам инструменты, сценарии и поддержку для обхода собеседований: от нейросетей до онлайн-наставников в реальном времени.

В докладе разберем, почему это стало массовым явлением, как это влияет на качество найма, какие схемы сейчас популярны и что с этим может сделать работодатель и нанимающий менеджер."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Другие доклады секции,Кругозор
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6474088,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10403334,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10403334,Тезисы,"Тимлиды все чаще вовлекаются в наем и сталкиваются с потоком сотен резюме — и что в них видят?
* 50% кандидатов — не разработчики, но хотят «войти в айти»;
* резюме перегружены «водой» и списками технологий;
* тестовые задания не в моде – проверять навыки на входе сложно;
* время тимлида уходит на сортировку «шума» вместо собеседований.

«Как выловить настоящего разработчика среди сотен откликов: практикум для тимлидов» — это интерактивный мастер-класс с групповыми заданиями и разбором реальных кейсов массового найма.

Что будет на практике:
* групповая работа с «пакетами резюме» (в том числе шумными и противоречивыми);
* проектирование стратегии найма для позиции Python-разработчика;
* дискуссия: кого позвать, кого отсеять и почему;
* отработка сценариев с использованием ИИ-ассистентов в процессе найма;
* обсуждение рисков: как не упустить сильного кандидата."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10403334,Другие доклады секции,Митапы и мастер-классы
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10403334,Есть вопросы — обращайтесь:,"Орг. комитет: org@ontico.ru
Партнерство: partners@ontico.ru
Программный комитет: speakers@ontico.ru
Инфопартнерство: marketing@ontico.team
Поддержка и вопросы оплаты: +7 (495) 646-07-68, support@ontico.ru, @ontico_support"
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id10403334,Мы используем файлы cookie,"Сайт использует файлы cookie для эффективной работы. Продолжая использование сайта, вы соглашаетесь с использованием файлов cookie. Узнать подробнее."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6529775,Мнение Программного комитета о докладе,"Рано или поздно с претензией «вы медленно работаете» приходят ко всем. Внутри — очень понятные действия, которые при должном усердии хоть и не сразу, но дают хороший эффект в части ускорения и оптимизации бизнес-процессов."
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6529775,Целевая аудитория,
https://teamleadconf.ru/moscow/2025,https://teamleadconf.ru/moscow/2025/abstracts/id6529775,Тезисы,"У бизнеса и команды было разное ощущение эффективности разработки: заказчику казалось, что есть серьезные резервы для ускорения, команда видела картину иначе и ссылалась на внешние блокеры. Спорить было бессмысленно — у обеих сторон не было прозрачных замеров Time-to-Market. Попытки быстро «прикинуть» их провалились: * классические скрам-метрики не отражали реальной картины, * бизнес-задачи дробились на множество подзадач, и общее время «растворялось» между центрами компетенций."
